,Stocks,Earnings Report,Company/Stock Evaluation,Market Info
0,0.0,0.08983658427252347,0.3614573916636814,0.5487060240637951
1,0.19037226724401654,0.0,0.0,0.8096277327559835
2,0.13324586551628845,0.047038716630260484,0.13862537752566345,0.6810900403277876
3,0.20070165421549324,0.0,0.054304743237900466,0.7449936025466063
4,0.20881234978444796,0.0,0.06755010519746257,0.7236375450180894
5,0.08872846207049782,0.8253132092542024,0.0,0.08595832867529986
6,0.0,0.0,0.0,1.0
7,0.2290724274199775,0.06498473246635807,0.037841577688849576,0.6681012624248148
8,0.0,0.0,0.0,1.0
9,0.11334076558512694,0.050480284767458326,0.25923116780921185,0.5769477818382028
10,0.0,0.0,0.0,1.0
11,0.2107995608353635,0.0,0.11736341088483832,0.6718370282797981
12,0.0,0.0,0.0,1.0
13,0.15695816230476098,0.0,0.037719808237544804,0.8053220294576943
14,0.11100034638220516,0.04988448366592821,0.15214296578045172,0.6869722041714149
15,0.1567572100629052,0.13173986350697517,0.08065296061365025,0.6308499658164695
16,0.20702420788986142,0.0,0.048337763594548916,0.7446380285155897
17,0.13356177212335024,0.0014562356752600989,0.10962721541365666,0.7553547767877331
18,0.21427288554059928,0.2629373211151162,0.18767874354067612,0.33511104980360845
19,0.06454639713455455,0.0,0.030528151545904603,0.9049254513195408
20,0.0,0.0,0.007584715876165772,0.9924152841238343
21,0.0,0.0,0.021147104835754185,0.9788528951642458
22,0.0,0.0,0.0,1.0
23,0.15771958771695183,0.013356821220905566,0.0,0.8289235910621425
24,0.3351124447017518,0.0707901796918531,0.08062532391021855,0.5134720516961765
25,0.9962104554735497,0.0,0.00042815097494363995,0.0033613935515068097
26,0.07018976699001542,0.020281675275881598,0.08034191109636264,0.8291866466377404
27,0.15401147688650874,0.0,0.04213793628795606,0.8038505868255353
28,0.5944317762764345,0.0,0.12335102883787519,0.28221719488569036
29,0.17259506751755813,0.0824719503659996,0.12016218270050281,0.6247707994159395
30,0.5782600840213198,0.013917131390505533,0.15925183643235624,0.2485709481558184
31,0.6137784626037551,0.0,0.14778366681733687,0.23843787057890792
32,0.6262445129735849,0.0,0.09631891350162611,0.277436573524789
33,0.0006324525181320724,0.2827256124915693,0.3845162924684682,0.3321256425218304
34,0.26452096233966604,0.03972475256851703,0.11036738723898963,0.5853868978528273
35,0.9649918929254756,0.0,0.03500810707452443,0.0
36,0.07564967252615228,0.09227361380536907,0.05744681558869715,0.7746298980797816
37,0.007156689267537405,0.011691389115936734,0.21661029809415377,0.764541623522372
38,0.70720082769233,0.0,0.0,0.29279917230766994
39,0.9636241717706591,0.0,0.036375828229340886,0.0
40,0.2666302537579036,0.02909398585673663,0.10227383441717224,0.6020019259681875
41,0.021056887318995347,0.024384383019395443,0.3939699074869715,0.5605888221746377
42,0.0,0.4100175701628726,0.00014683568905314378,0.5898355941480744
43,0.5744842158466656,0.03727952806433187,0.09946163623450205,0.2887746198545005
44,0.15770098728267223,0.07338874761317234,0.20029286064861654,0.5686174044555389
45,0.0,0.0,0.0,1.0
46,0.13668298100381124,0.08821382891526248,0.10456958615984721,0.6705336039210791
47,0.3908556557863712,0.012177063579626423,0.09200440274536963,0.5049628778886328
48,0.9647575553086307,0.0,0.03524244469136936,0.0
49,0.6745429870644044,0.006459658482209479,0.0968817692867422,0.2221155851666438
